labels,predictions
20 gram,100. 0 gram
22.2 inch,6. 0 centimetre
250.0 gram,100. 0 gram
7.5 centimetre,6. 0 centimetre
60.0 millimetre,6. 0 centimetre
240.0 centimetre,6. 0 centimetre
69.3 gram,10. 0 kilogram
3.0 inch,5. 0 gram
65.0 millimetre,6. 0 centimetre
48.0 gram,5. 0 volt
100 gram,10. 0 centimetre
50.0 millimetre,5. 0 gram
11.3 centimetre,12. 0 centimetre
"[85.0, 265.0] volt",12. 0 volt
200.0 gram,100. 0 gram
7.87 inch,6. 0 centimetre
9.0 inch,100. 0 gram
0.7 ounce,100. 0 gram
220.0 volt,100. 0 gram
10.0 millilitre,100. 0 gram
1.0 metre,6. 0 centimetre
3 ounce,10. 0 centimetre
16.0 ounce,100. 0 gram
5.0 volt,100. 0 gram
300.0 milligram,100. 0 gram
1.1 microgram,100. 0 gram
13.8 inch,10. 0 millimetre
6.0 kilogram,5. 0 volt
5.5 centimetre,6. 0 centimetre
70.0 centimetre,5. 0 volt
